sample_id,label,data_source,confidence,sample_weight,image_path,domain,date
NEWS_41,valid,original_valid,1.0,1.0,data/raw/news/images\41.jpg,nasional.kompas.com,2024-10-23 17:00:00
NEWS_42,valid,original_valid,1.0,1.0,data/raw/news/images\42.jpg,money.kompas.com,2024-10-23 17:00:00
NEWS_43,valid,original_valid,1.0,1.0,data/raw/news/images\43.jpg,medan.kompas.com,2024-10-23 17:00:00
NEWS_44,valid,original_valid,1.0,1.0,data/raw/news/images\44.jpg,regional.kompas.com,2024-10-23 17:00:00
NEWS_45,valid,original_valid,1.0,1.0,data/raw/news/images\45.jpg,makassar.kompas.com,2024-10-23 17:00:00
NEWS_46,valid,original_valid,1.0,1.0,data/raw/news/images\46.jpg,surabaya.kompas.com,2024-10-23 17:00:00
NEWS_47,valid,original_valid,1.0,1.0,data/raw/news/images\47.jpg,surabaya.kompas.com,2024-10-24 17:00:00
NEWS_48,valid,original_valid,1.0,1.0,data/raw/news/images\48.jpg,regional.kompas.com,2024-10-24 17:00:00
NEWS_49,valid,original_valid,1.0,1.0,data/raw/news/images\49.jpg,regional.kompas.com,2024-10-24 17:00:00
NEWS_50,valid,original_valid,1.0,1.0,data/raw/news/images\50.jpg,bandung.kompas.com,2024-10-24 17:00:00
NEWS_51,valid,original_valid,1.0,1.0,data/raw/news/images\51.jpg,surabaya.kompas.com,2024-10-24 17:00:00
NEWS_52,valid,original_valid,1.0,1.0,data/raw/news/images\52.jpg,health.kompas.com,2024-10-25 14:00:00
NEWS_53,valid,original_valid,1.0,1.0,data/raw/news/images\53.jpg,surabaya.kompas.com,2024-10-24 17:00:00
NEWS_54,valid,original_valid,1.0,1.0,data/raw/news/images\54.jpg,www.kompas.com,2024-10-24 17:00:00
NEWS_55,valid,original_valid,1.0,1.0,data/raw/news/images\55.jpg,www.kompas.com,2024-10-24 17:00:00
NEWS_56,valid,original_valid,1.0,1.0,data/raw/news/images\56.jpg,nasional.kompas.com,2024-10-24 17:00:00
NEWS_57,valid,original_valid,1.0,1.0,data/raw/news/images\57.jpg,megapolitan.kompas.com,2024-10-24 17:00:00
NEWS_58,valid,original_valid,1.0,1.0,data/raw/news/images\58.jpg,bandung.kompas.com,2024-10-24 17:00:00
NEWS_59,valid,original_valid,1.0,1.0,data/raw/news/images\59.jpg,bandung.kompas.com,2024-10-24 17:00:00
NEWS_60,valid,original_valid,1.0,1.0,data/raw/news/images\60.jpg,megapolitan.kompas.com,2024-10-24 17:00:00
NEWS_61,valid,original_valid,1.0,1.0,data/raw/news/images\61.jpg,surabaya.kompas.com,2024-10-24 17:00:00
NEWS_62,valid,original_valid,1.0,1.0,data/raw/news/images\62.jpg,regional.kompas.com,2024-10-25 17:00:00
NEWS_63,valid,original_valid,1.0,1.0,data/raw/news/images\63.jpg,regional.kompas.com,2024-10-25 17:00:00
NEWS_64,valid,original_valid,1.0,1.0,data/raw/news/images\64.jpg,money.kompas.com,2024-10-25 17:00:00
NEWS_65,valid,original_valid,1.0,1.0,data/raw/news/images\65.jpg,makassar.kompas.com,2024-10-25 17:00:00
NEWS_66,valid,original_valid,1.0,1.0,data/raw/news/images\66.jpg,health.kompas.com,2024-10-26 13:00:00
NEWS_67,valid,original_valid,1.0,1.0,data/raw/news/images\67.jpg,www.kompas.com,2024-10-25 17:00:00
NEWS_68,valid,original_valid,1.0,1.0,data/raw/news/images\68.jpg,nasional.kompas.com,2024-10-25 17:00:00
NEWS_69,valid,original_valid,1.0,1.0,data/raw/news/images\69.jpg,money.kompas.com,2024-10-25 17:00:00
NEWS_70,valid,original_valid,1.0,1.0,data/raw/news/images\70.jpg,megapolitan.kompas.com,2024-10-25 17:00:00
NEWS_71,valid,original_valid,1.0,1.0,data/raw/news/images\71.jpg,megapolitan.kompas.com,2024-10-25 17:00:00
NEWS_72,valid,original_valid,1.0,1.0,data/raw/news/images\72.jpg,www.kompas.com,2024-10-25 17:00:00
NEWS_73,valid,original_valid,1.0,1.0,data/raw/news/images\73.jpg,nasional.kompas.com,2024-10-25 17:00:00
NEWS_74,valid,original_valid,1.0,1.0,data/raw/news/images\74.jpg,www.kompas.com,2024-10-25 17:00:00
NEWS_75,valid,original_valid,1.0,1.0,data/raw/news/images\75.jpg,regional.kompas.com,2024-10-25 17:00:00
NEWS_76,valid,original_valid,1.0,1.0,data/raw/news/images\76.jpg,regional.kompas.com,2024-10-25 17:00:00
NEWS_77,valid,original_valid,1.0,1.0,data/raw/news/images\77.jpg,nasional.kompas.com,2024-10-25 17:00:00
NEWS_78,valid,original_valid,1.0,1.0,data/raw/news/images\78.jpg,money.kompas.com,2024-10-26 17:00:00
NEWS_79,valid,original_valid,1.0,1.0,data/raw/news/images\79.jpg,www.kompas.com,2024-10-26 17:00:00
NEWS_80,valid,original_valid,1.0,1.0,data/raw/news/images\80.jpg,megapolitan.kompas.com,2024-10-26 17:00:00
NEWS_81,valid,original_valid,1.0,1.0,data/raw/news/images\81.jpg,megapolitan.kompas.com,2024-10-26 17:00:00
NEWS_82,valid,original_valid,1.0,1.0,data/raw/news/images\82.jpg,megapolitan.kompas.com,2024-10-26 17:00:00
NEWS_83,valid,original_valid,1.0,1.0,data/raw/news/images\83.jpg,megapolitan.kompas.com,2024-10-26 17:00:00
NEWS_84,valid,original_valid,1.0,1.0,data/raw/news/images\84.jpg,megapolitan.kompas.com,2024-10-26 17:00:00
NEWS_85,valid,original_valid,1.0,1.0,data/raw/news/images\85.jpg,regional.kompas.com,2024-10-26 17:00:00
NEWS_86,valid,original_valid,1.0,1.0,data/raw/news/images\86.jpg,nasional.kompas.com,2024-10-26 17:00:00
NEWS_87,valid,original_valid,1.0,1.0,data/raw/news/images\87.jpg,www.kompas.com,2024-10-26 17:00:00
NEWS_88,valid,original_valid,1.0,1.0,data/raw/news/images\88.jpg,surabaya.kompas.com,2024-10-27 17:00:00
NEWS_89,valid,original_valid,1.0,1.0,data/raw/news/images\89.jpg,regional.kompas.com,2024-10-27 17:00:00
NEWS_90,valid,original_valid,1.0,1.0,data/raw/news/images\90.jpg,nasional.kompas.com,2024-10-27 17:00:00
NEWS_91,valid,original_valid,1.0,1.0,data/raw/news/images\91.jpg,medan.kompas.com,2024-10-27 17:00:00
NEWS_92,valid,original_valid,1.0,1.0,data/raw/news/images\92.jpg,money.kompas.com,2024-10-27 17:00:00
NEWS_93,valid,original_valid,1.0,1.0,data/raw/news/images\93.jpg,health.kompas.com,2024-10-28 13:00:00
NEWS_94,valid,original_valid,1.0,1.0,data/raw/news/images\94.jpg,nasional.kompas.com,2024-10-27 17:00:00
NEWS_95,valid,original_valid,1.0,1.0,data/raw/news/images\95.jpg,www.kompas.com,2024-10-27 17:00:00
NEWS_96,valid,original_valid,1.0,1.0,data/raw/news/images\96.jpg,biz.kompas.com,2024-10-28 17:00:00
NEWS_97,valid,original_valid,1.0,1.0,data/raw/news/images\97.jpg,regional.kompas.com,2024-10-28 17:00:00
NEWS_98,valid,original_valid,1.0,1.0,data/raw/news/images\98.jpg,regional.kompas.com,2024-10-28 17:00:00
NEWS_99,valid,original_valid,1.0,1.0,data/raw/news/images\99.jpg,surabaya.kompas.com,2024-10-28 17:00:00
NEWS_100,valid,original_valid,1.0,1.0,data/raw/news/images\100.jpg,megapolitan.kompas.com,2024-10-28 17:00:00
NEWS_101,valid,original_valid,1.0,1.0,data/raw/news/images\101.jpg,biz.kompas.com,2024-10-28 17:00:00
NEWS_102,valid,original_valid,1.0,1.0,data/raw/news/images\102.jpg,www.kompas.com,2024-10-28 17:00:00
NEWS_103,valid,original_valid,1.0,1.0,data/raw/news/images\103.jpg,money.kompas.com,2024-10-29 17:00:00
NEWS_104,valid,original_valid,1.0,1.0,data/raw/news/images\104.jpg,medan.kompas.com,2024-10-29 17:00:00
NEWS_105,valid,original_valid,1.0,1.0,data/raw/news/images\105.jpg,www.kompas.com,2024-10-29 17:00:00
NEWS_106,valid,original_valid,1.0,1.0,data/raw/news/images\106.jpg,health.kompas.com,2024-10-30 14:00:00
NEWS_107,valid,original_valid,1.0,1.0,data/raw/news/images\107.jpg,ikn.kompas.com,2024-10-30 17:00:00
NEWS_108,valid,original_valid,1.0,1.0,data/raw/news/images\108.jpg,health.kompas.com,2024-10-31 15:00:00
NEWS_109,valid,original_valid,1.0,1.0,data/raw/news/images\109.jpg,regional.kompas.com,2024-10-30 17:00:00
NEWS_110,valid,original_valid,1.0,1.0,data/raw/news/images\110.jpg,www.kompas.com,2024-10-30 17:00:00
NEWS_111,valid,original_valid,1.0,1.0,data/raw/news/images\111.jpg,www.kompas.com,2024-10-30 17:00:00
NEWS_112,valid,original_valid,1.0,1.0,data/raw/news/images\112.jpg,nasional.kompas.com,2024-10-30 17:00:00
NEWS_113,valid,original_valid,1.0,1.0,data/raw/news/images\113.jpg,nasional.kompas.com,2024-10-30 17:00:00
NEWS_114,valid,original_valid,1.0,1.0,data/raw/news/images\114.jpg,regional.kompas.com,2024-10-31 17:00:00
NEWS_115,valid,original_valid,1.0,1.0,data/raw/news/images\115.jpg,regional.kompas.com,2024-10-31 17:00:00
NEWS_116,valid,original_valid,1.0,1.0,data/raw/news/images\116.jpg,biz.kompas.com,2024-10-31 17:00:00
NEWS_117,valid,original_valid,1.0,1.0,data/raw/news/images\117.jpg,regional.kompas.com,2024-10-31 17:00:00
NEWS_118,valid,original_valid,1.0,1.0,data/raw/news/images\118.jpg,biz.kompas.com,2024-10-31 17:00:00
NEWS_119,valid,original_valid,1.0,1.0,data/raw/news/images\119.jpg,www.kompas.com,2024-10-31 17:00:00
NEWS_120,valid,original_valid,1.0,1.0,data/raw/news/images\120.jpg,regional.kompas.com,2024-10-31 17:00:00
NEWS_121,valid,original_valid,1.0,1.0,data/raw/news/images\121.jpg,www.kompas.com,2024-10-31 17:00:00
NEWS_122,valid,original_valid,1.0,1.0,data/raw/news/images\122.jpg,regional.kompas.com,2024-10-31 17:00:00
NEWS_123,valid,original_valid,1.0,1.0,data/raw/news/images\123.jpg,money.kompas.com,2024-10-31 17:00:00
NEWS_124,valid,original_valid,1.0,1.0,data/raw/news/images\124.jpg,megapolitan.kompas.com,2024-10-31 17:00:00
NEWS_125,valid,original_valid,1.0,1.0,data/raw/news/images\125.jpg,www.kompas.com,2024-10-31 17:00:00
NEWS_126,valid,original_valid,1.0,1.0,data/raw/news/images\126.jpg,internasional.kompas.com,2024-10-31 17:00:00
NEWS_127,valid,original_valid,1.0,1.0,data/raw/news/images\127.jpg,regional.kompas.com,2024-11-01 17:00:00
NEWS_128,valid,original_valid,1.0,1.0,data/raw/news/images\128.jpg,www.kompas.com,2024-11-01 17:00:00
NEWS_129,valid,original_valid,1.0,1.0,data/raw/news/images\129.jpg,regional.kompas.com,2024-11-01 17:00:00
NEWS_130,valid,original_valid,1.0,1.0,data/raw/news/images\130.jpg,surabaya.kompas.com,2024-11-01 17:00:00
NEWS_131,valid,original_valid,1.0,1.0,data/raw/news/images\131.jpg,www.kompas.com,2024-11-01 17:00:00
NEWS_132,valid,original_valid,1.0,1.0,data/raw/news/images\132.jpg,nasional.kompas.com,2024-11-01 17:00:00
NEWS_133,valid,original_valid,1.0,1.0,data/raw/news/images\133.jpg,regional.kompas.com,2024-11-01 17:00:00
NEWS_134,valid,original_valid,1.0,1.0,data/raw/news/images\134.jpg,www.kompas.com,2024-11-01 17:00:00
NEWS_135,valid,original_valid,1.0,1.0,data/raw/news/images\135.jpg,www.kompas.com,2024-11-01 17:00:00
NEWS_136,valid,original_valid,1.0,1.0,data/raw/news/images\136.jpg,surabaya.kompas.com,2024-11-01 17:00:00
NEWS_137,valid,original_valid,1.0,1.0,data/raw/news/images\137.jpg,regional.kompas.com,2024-11-01 17:00:00
NEWS_138,valid,original_valid,1.0,1.0,data/raw/news/images\138.jpg,www.kompas.com,2024-11-01 17:00:00
NEWS_139,valid,original_valid,1.0,1.0,data/raw/news/images\139.jpg,internasional.kompas.com,2024-11-01 17:00:00
NEWS_140,valid,original_valid,1.0,1.0,data/raw/news/images\140.jpg,www.kompas.com,2024-11-01 17:00:00
NEWS_141,valid,original_valid,1.0,1.0,data/raw/news/images\141.jpg,www.kompas.com,2024-11-01 17:00:00
NEWS_142,valid,original_valid,1.0,1.0,data/raw/news/images\142.jpg,regional.kompas.com,2024-11-02 17:00:00
NEWS_143,valid,original_valid,1.0,1.0,data/raw/news/images\143.jpg,megapolitan.kompas.com,2024-11-02 17:00:00
NEWS_144,valid,original_valid,1.0,1.0,data/raw/news/images\144.jpg,money.kompas.com,2024-11-02 17:00:00
NEWS_145,valid,original_valid,1.0,1.0,data/raw/news/images\145.jpg,regional.kompas.com,2024-11-02 17:00:00
NEWS_146,valid,original_valid,1.0,1.0,data/raw/news/images\146.jpg,www.kompas.com,2024-11-02 17:00:00
NEWS_147,valid,original_valid,1.0,1.0,data/raw/news/images\147.jpg,www.kompas.com,2024-11-02 17:00:00
NEWS_148,valid,original_valid,1.0,1.0,data/raw/news/images\148.jpg,health.kompas.com,2024-11-04 16:05:00
NEWS_149,valid,original_valid,1.0,1.0,data/raw/news/images\149.jpg,bandung.kompas.com,2024-11-03 17:00:00
NEWS_150,valid,original_valid,1.0,1.0,data/raw/news/images\150.jpg,money.kompas.com,2024-11-03 17:00:00
NEWS_151,valid,original_valid,1.0,1.0,data/raw/news/images\151.jpg,nasional.kompas.com,2024-11-03 17:00:00
NEWS_152,valid,original_valid,1.0,1.0,data/raw/news/images\152.jpg,travel.kompas.com,2024-11-03 17:00:00
NEWS_153,valid,original_valid,1.0,1.0,data/raw/news/images\153.jpg,bandung.kompas.com,2024-11-03 17:00:00
NEWS_154,valid,original_valid,1.0,1.0,data/raw/news/images\154.jpg,biz.kompas.com,2024-11-03 17:00:00
NEWS_155,valid,original_valid,1.0,1.0,data/raw/news/images\155.jpg,regional.kompas.com,2024-11-04 17:00:00
NEWS_156,valid,original_valid,1.0,1.0,data/raw/news/images\156.jpg,nasional.kompas.com,2024-11-04 17:00:00
NEWS_157,valid,original_valid,1.0,1.0,data/raw/news/images\157.jpg,health.kompas.com,2024-11-05 14:14:00
NEWS_158,valid,original_valid,1.0,1.0,data/raw/news/images\158.jpg,regional.kompas.com,2024-11-04 17:00:00
NEWS_159,valid,original_valid,1.0,1.0,data/raw/news/images\159.jpg,money.kompas.com,2024-11-04 17:00:00
NEWS_160,valid,original_valid,1.0,1.0,data/raw/news/images\160.jpg,money.kompas.com,2024-11-04 17:00:00
NEWS_161,valid,original_valid,1.0,1.0,data/raw/news/images\161.jpg,megapolitan.kompas.com,2024-11-05 17:00:00
NEWS_162,valid,original_valid,1.0,1.0,data/raw/news/images\162.jpg,nasional.kompas.com,2024-11-05 17:00:00
NEWS_163,valid,original_valid,1.0,1.0,data/raw/news/images\163.jpg,www.kompas.com,2024-11-05 17:00:00
NEWS_164,valid,original_valid,1.0,1.0,data/raw/news/images\164.jpg,www.kompas.com,2024-11-05 17:00:00
NEWS_165,valid,original_valid,1.0,1.0,data/raw/news/images\165.jpg,nasional.kompas.com,2024-11-05 17:00:00
NEWS_166,valid,original_valid,1.0,1.0,data/raw/news/images\166.jpg,regional.kompas.com,2024-11-05 17:00:00
NEWS_167,valid,original_valid,1.0,1.0,data/raw/news/images\167.jpg,megapolitan.kompas.com,2024-11-05 17:00:00
NEWS_168,valid,original_valid,1.0,1.0,data/raw/news/images\168.jpg,biz.kompas.com,2024-11-06 17:00:00
NEWS_169,valid,original_valid,1.0,1.0,data/raw/news/images\169.jpg,biz.kompas.com,2024-11-06 17:00:00
NEWS_170,valid,original_valid,1.0,1.0,data/raw/news/images\170.jpg,health.kompas.com,2024-11-07 15:00:00
NEWS_171,valid,original_valid,1.0,1.0,data/raw/news/images\171.jpg,www.kompas.com,2024-11-06 17:00:00
NEWS_172,valid,original_valid,1.0,1.0,data/raw/news/images\172.jpg,regional.kompas.com,2024-11-06 17:00:00
NEWS_173,valid,original_valid,1.0,1.0,data/raw/news/images\173.jpg,biz.kompas.com,2024-11-06 17:00:00
NEWS_174,valid,original_valid,1.0,1.0,data/raw/news/images\174.jpg,regional.kompas.com,2024-11-06 17:00:00
NEWS_175,valid,original_valid,1.0,1.0,data/raw/news/images\175.jpg,yogyakarta.kompas.com,2024-11-07 17:00:00
NEWS_176,valid,original_valid,1.0,1.0,data/raw/news/images\176.jpg,megapolitan.kompas.com,2024-11-07 17:00:00
NEWS_177,valid,original_valid,1.0,1.0,data/raw/news/images\177.jpg,www.kompas.com,2024-11-06 17:00:00
NEWS_178,valid,original_valid,1.0,1.0,data/raw/news/images\178.jpg,nasional.kompas.com,2024-11-07 17:00:00
NEWS_179,valid,original_valid,1.0,1.0,data/raw/news/images\179.jpg,regional.kompas.com,2024-11-07 17:00:00
NEWS_180,valid,original_valid,1.0,1.0,data/raw/news/images\180.jpg,health.kompas.com,2024-11-08 13:00:00
NEWS_181,valid,original_valid,1.0,1.0,data/raw/news/images\181.jpg,regional.kompas.com,2024-11-07 17:00:00
NEWS_182,valid,original_valid,1.0,1.0,data/raw/news/images\182.jpg,www.kompas.com,2024-11-07 17:00:00
NEWS_183,valid,original_valid,1.0,1.0,data/raw/news/images\183.jpg,regional.kompas.com,2024-11-07 17:00:00
NEWS_184,valid,original_valid,1.0,1.0,data/raw/news/images\184.jpg,bola.kompas.com,2024-11-08 17:00:00
NEWS_185,valid,original_valid,1.0,1.0,data/raw/news/images\185.jpg,health.kompas.com,2024-11-09 15:00:00
NEWS_186,valid,original_valid,1.0,1.0,data/raw/news/images\186.jpg,www.kompas.com,2024-11-08 17:00:00
NEWS_187,valid,original_valid,1.0,1.0,data/raw/news/images\187.jpg,www.kompas.com,2024-11-08 17:00:00
NEWS_188,valid,original_valid,1.0,1.0,data/raw/news/images\188.jpg,regional.kompas.com,2024-11-08 17:00:00
NEWS_189,valid,original_valid,1.0,1.0,data/raw/news/images\189.jpg,www.kompas.com,2024-11-08 17:00:00
NEWS_190,valid,original_valid,1.0,1.0,data/raw/news/images\190.jpg,ikn.kompas.com,2024-11-08 17:00:00
NEWS_191,valid,original_valid,1.0,1.0,data/raw/news/images\191.jpg,www.kompas.com,2024-11-08 17:00:00
NEWS_192,valid,original_valid,1.0,1.0,data/raw/news/images\192.jpg,www.kompas.com,2024-11-08 17:00:00
NEWS_193,valid,original_valid,1.0,1.0,data/raw/news/images\193.jpg,megapolitan.kompas.com,2024-11-08 17:00:00
NEWS_194,valid,original_valid,1.0,1.0,data/raw/news/images\194.jpg,megapolitan.kompas.com,2024-11-08 17:00:00
NEWS_195,valid,original_valid,1.0,1.0,data/raw/news/images\195.jpg,www.kompas.com,2024-11-09 17:00:00
NEWS_196,valid,original_valid,1.0,1.0,data/raw/news/images\196.jpg,regional.kompas.com,2024-11-09 17:00:00
NEWS_197,valid,original_valid,1.0,1.0,data/raw/news/images\197.jpg,health.kompas.com,2024-11-10 13:01:27
NEWS_198,valid,original_valid,1.0,1.0,data/raw/news/images\198.jpg,www.kompas.com,2024-11-09 17:00:00
NEWS_199,valid,original_valid,1.0,1.0,data/raw/news/images\199.jpg,biz.kompas.com,2024-11-09 17:00:00
NEWS_200,valid,original_valid,1.0,1.0,data/raw/news/images\200.jpg,bandung.kompas.com,2024-11-09 17:00:00
NEWS_201,valid,original_valid,1.0,1.0,data/raw/news/images\201.jpg,www.kompas.com,2024-11-09 17:00:00
NEWS_202,valid,original_valid,1.0,1.0,data/raw/news/images\202.jpg,nasional.kompas.com,2024-11-09 17:00:00
NEWS_203,valid,original_valid,1.0,1.0,data/raw/news/images\203.jpg,bandung.kompas.com,2024-11-09 17:00:00
NEWS_204,valid,original_valid,1.0,1.0,data/raw/news/images\204.jpg,regional.kompas.com,2024-11-09 17:00:00
NEWS_205,valid,original_valid,1.0,1.0,data/raw/news/images\205.jpg,regional.kompas.com,2024-11-10 17:00:00
NEWS_206,valid,original_valid,1.0,1.0,data/raw/news/images\206.jpg,bandung.kompas.com,2024-11-10 17:00:00
NEWS_207,valid,original_valid,1.0,1.0,data/raw/news/images\207.jpg,nasional.kompas.com,2024-11-10 17:00:00
NEWS_208,valid,original_valid,1.0,1.0,data/raw/news/images\208.jpg,regional.kompas.com,2024-11-10 17:00:00
NEWS_209,valid,original_valid,1.0,1.0,data/raw/news/images\209.jpg,health.kompas.com,2024-11-11 12:00:00
NEWS_210,valid,original_valid,1.0,1.0,data/raw/news/images\210.jpg,regional.kompas.com,2024-11-11 17:00:00
NEWS_211,valid,original_valid,1.0,1.0,data/raw/news/images\211.jpg,megapolitan.kompas.com,2024-11-11 17:00:00
NEWS_212,valid,original_valid,1.0,1.0,data/raw/news/images\212.jpg,nasional.kompas.com,2024-11-11 17:00:00
NEWS_213,valid,original_valid,1.0,1.0,data/raw/news/images\213.jpg,internasional.kompas.com,2024-11-11 17:00:00
NEWS_214,valid,original_valid,1.0,1.0,data/raw/news/images\214.jpg,nasional.kompas.com,2024-11-11 17:00:00
NEWS_215,valid,original_valid,1.0,1.0,data/raw/news/images\215.jpg,www.kompas.com,2024-11-11 17:00:00
NEWS_216,valid,original_valid,1.0,1.0,data/raw/news/images\216.jpg,nasional.kompas.com,2024-11-11 17:00:00
NEWS_217,valid,original_valid,1.0,1.0,data/raw/news/images\217.jpg,www.kompas.com,2024-11-11 17:00:00
NEWS_218,valid,original_valid,1.0,1.0,data/raw/news/images\218.jpg,www.kompas.com,2024-11-11 17:00:00
NEWS_219,valid,original_valid,1.0,1.0,data/raw/news/images\219.jpg,health.kompas.com,2024-11-12 13:07:05
NEWS_220,valid,original_valid,1.0,1.0,data/raw/news/images\220.jpg,nasional.kompas.com,2024-11-11 17:00:00
NEWS_221,valid,original_valid,1.0,1.0,data/raw/news/images\221.jpg,nasional.kompas.com,2024-11-11 17:00:00
NEWS_222,valid,original_valid,1.0,1.0,data/raw/news/images\222.jpg,www.kompas.com,2024-11-11 17:00:00
NEWS_223,valid,original_valid,1.0,1.0,data/raw/news/images\223.jpg,money.kompas.com,2024-11-12 17:00:00
NEWS_224,valid,original_valid,1.0,1.0,data/raw/news/images\224.jpg,money.kompas.com,2024-11-12 17:00:00
NEWS_225,valid,original_valid,1.0,1.0,data/raw/news/images\225.jpg,money.kompas.com,2024-11-12 17:00:00
NEWS_226,valid,original_valid,1.0,1.0,data/raw/news/images\226.jpg,nasional.kompas.com,2024-11-12 17:00:00
NEWS_227,valid,original_valid,1.0,1.0,data/raw/news/images\227.jpg,www.kompas.com,2024-11-12 17:00:00
NEWS_228,valid,original_valid,1.0,1.0,data/raw/news/images\228.jpg,www.kompas.com,2024-11-12 17:00:00
NEWS_229,valid,original_valid,1.0,1.0,data/raw/news/images\229.jpg,health.kompas.com,2024-11-13 13:00:00
NEWS_230,valid,original_valid,1.0,1.0,data/raw/news/images\230.jpg,www.kompas.com,2024-11-12 17:00:00
NEWS_231,valid,original_valid,1.0,1.0,data/raw/news/images\231.jpg,nasional.kompas.com,2024-11-12 17:00:00
