id,source,source_type,title,text,full_content,date,post_date,category,flag,social_media,label,label_text,verification_status,confidence_score,image_path,thumbnail_url,post_url,archive_url,blog_url,views,likes,comments,shares,verification_process,conclusion,fact_checker,has_local_image,image_file_name,image_file_size_mb,image_download_status
12,turnbackhoax,fact_check,Tingkat Korupsi Indonesia Paling Tinggi di Dunia,"Indonesia Kini Berubah Menjadi Negara Terkorup di Dunia
KPK dilumpuhkan akhir 2019 : Korupsi merajalela
Pandemi membuat defisit anggaran 2020-2022 melonjak : Korupsi tidak terkendali","Tingkat Korupsi Indonesia Paling Tinggi di Dunia. Indonesia Kini Berubah Menjadi Negara Terkorup di Dunia
KPK dilumpuhkan akhir 2019 : Korupsi merajalela
Pandemi membuat defisit anggaran 2020-2022 melonjak : Korupsi tidak terkendali. ",11/11/2024,11/11/2024,,SALAH,Twitter,0,hoax,verified_false,1.0,data\raw\turnbackhoax\images\12\thumbnail.jpg,https://turnbackhoax.id/wp-content/uploads/2024/11/3-2-678x381.jpg,https://turnbackhoax.id/2024/11/11/salah-tingkat-korupsi-indonesia-paling-tinggi-di-dunia,,https://turnbackhoax.id/,0,0,0,0,,,TurnBackHoax/Mafindo,True,thumbnail.jpg,0.0385589599609375,success
13,turnbackhoax,fact_check,Narasi “Cara Daftar Transmigrasi ke IKN”,"“Berikut adalah cara daftar transmigrasi ke IKN (Ibu Kota Nusantara).
1. Pendaftaran di Dinas Tenaga Kerja dan Transmigrasi Daerah
Kunjungi Dinas Tenaga Kerja dan Transmigrasi di kabupaten/kota tempat tinggal untuk mendapatkan informasi tentang program transmigrasi ke IKN (Ibu Kota Nusantara).
Pastikan memenuhi syarat-syarat yang ditentukan, seperti usia, kemampuan bekerja, dan kemauan untuk berpartisipasi dalam program transmigrasi.
2. Pengisian Formulir Pendaftaran
Isi formulir pendaftaran yang disediakan oleh Dinas Tenaga Kerja dan Transmigrasi. Formulir ini biasanya memerlukan informasi seperti data pribadi, pengalaman kerja, dan kemampuan pertanian atau usaha lainnya.”","Narasi “Cara Daftar Transmigrasi ke IKN”. “Berikut adalah cara daftar transmigrasi ke IKN (Ibu Kota Nusantara).
1. Pendaftaran di Dinas Tenaga Kerja dan Transmigrasi Daerah
Kunjungi Dinas Tenaga Kerja dan Transmigrasi di kabupaten/kota tempat tinggal untuk mendapatkan informasi tentang program transmigrasi ke IKN (Ibu Kota Nusantara).
Pastikan memenuhi syarat-syarat yang ditentukan, seperti usia, kemampuan bekerja, dan kemauan untuk berpartisipasi dalam program transmigrasi.
2. Pengisian Formulir Pendaftaran
Isi formulir pendaftaran yang disediakan oleh Dinas Tenaga Kerja dan Transmigrasi. Formulir ini biasanya memerlukan informasi seperti data pribadi, pengalaman kerja, dan kemampuan pertanian atau usaha lainnya.”. ",28/07/2025,28/07/2025,,SALAH,Twitter,0,hoax,verified_false,1.0,data\raw\turnbackhoax\images\13\thumbnail.png,https://turnbackhoax.id/wp-content/uploads/2025/07/header-transmigrasi-ke-ikn-678x381.png,https://turnbackhoax.id/2025/07/28/salah-narasi-cara-daftar-transmigrasi-ke-ikn,,https://turnbackhoax.id/,0,0,0,0,,,TurnBackHoax/Mafindo,True,thumbnail.png,0.28749561309814453,success
14,turnbackhoax,fact_check,“Ledakan di Israel yang disembunyikan”,"“Ledakan di israel yg disembunyikan,,,Ayo teman-teman sebarkanvideo ini sebelum pihak tiktokmemblok akun saya lagi”","“Ledakan di Israel yang disembunyikan”. “Ledakan di israel yg disembunyikan,,,Ayo teman-teman sebarkanvideo ini sebelum pihak tiktokmemblok akun saya lagi”. ",30/04/2024,30/04/2024,,SALAH,TikTok,0,hoax,verified_false,1.0,data\raw\turnbackhoax\images\14\thumbnail.png,https://turnbackhoax.id/wp-content/uploads/2024/04/beirut-X-israel-03-678x381.png,https://turnbackhoax.id/2024/04/30/salah-ledakan-di-israel-yang-disembunyikan-2,,https://turnbackhoax.id/,0,0,0,0,,,TurnBackHoax/Mafindo,True,thumbnail.png,0.2971515655517578,success
15,turnbackhoax,fact_check,Presiden Bisa Copot Pramono-Rano dari Jabatan Gubernur Jakarta,"“Omonganmu @prabowo yang berapi-api saat menjadi rival @jokowi ternyata tak lebih dari sekedar, kentut babi. Indonesia saat tidak punya Ibu Kota, DKJ yang masuk ke algomerasi Gub-Wagub akan dipilih oleh Presiden. Artinya? Seawaktu-waktu Pram-Rano bisa dicopot dan digantikan oleh boneka, koreksi kalo salah.”
“RIDO Kalah, Prabowo Revisi UU DKJ. Pramono Tidak Akan Jadi Gubernur Jakarta”","Presiden Bisa Copot Pramono-Rano dari Jabatan Gubernur Jakarta. “Omonganmu @prabowo yang berapi-api saat menjadi rival @jokowi ternyata tak lebih dari sekedar, kentut babi. Indonesia saat tidak punya Ibu Kota, DKJ yang masuk ke algomerasi Gub-Wagub akan dipilih oleh Presiden. Artinya? Seawaktu-waktu Pram-Rano bisa dicopot dan digantikan oleh boneka, koreksi kalo salah.”
“RIDO Kalah, Prabowo Revisi UU DKJ. Pramono Tidak Akan Jadi Gubernur Jakarta”. ",20/12/2024,20/12/2024,,SALAH,Twitter,0,hoax,verified_false,1.0,data\raw\turnbackhoax\images\15\thumbnail.png,https://turnbackhoax.id/wp-content/uploads/2024/12/wm-prabowo-copot-pramono-678x381.png,https://turnbackhoax.id/2024/12/20/salah-presiden-bisa-copot-pramono-rano-dari-jabatan-gubernur-jakarta,,https://turnbackhoax.id/,0,0,0,0,,,TurnBackHoax/Mafindo,True,thumbnail.png,0.27927684783935547,success
16,turnbackhoax,fact_check,PM Israel Sebut Perang Israel dan Iran Hanya Sandiwara,“Adapun perang antara Syiah dan Israel hanya sekedar sandiwara. Adapun korban dikedua belah pihak sangat kecil”.,PM Israel Sebut Perang Israel dan Iran Hanya Sandiwara. “Adapun perang antara Syiah dan Israel hanya sekedar sandiwara. Adapun korban dikedua belah pihak sangat kecil”.. ,10/07/2025,10/07/2025,,SALAH,Twitter,0,hoax,verified_false,1.0,data\raw\turnbackhoax\images\16\thumbnail.png,https://turnbackhoax.id/wp-content/uploads/2025/07/HEADER-Light-Background-11-678x381.png,https://turnbackhoax.id/2025/07/10/salah-pm-israel-sebut-perang-israel-dan-iran-hanya-sandiwara,,https://turnbackhoax.id/,0,0,0,0,,,TurnBackHoax/Mafindo,True,thumbnail.png,0.23802852630615234,success
17,turnbackhoax,fact_check,“KEADAAN #ISRAEL SAAT INI MENGALAMI YANG PALESTINA ALAMI”,"“KEADAAN #ISRAEL SAAT INI ! KINI ISRAEL MENGALAMI APA YG PALESTINA ALAMI “Maka apabila datang saat hukuman bagi kejahatan yg pertama dan kedua kejahatan itu,kami datangkan kepadamu hamba² kami yg perkasa lalu mereka merajalela di kampung² dan itulah ketentuan yg pasti terlaksana””","“KEADAAN #ISRAEL SAAT INI MENGALAMI YANG PALESTINA ALAMI”. “KEADAAN #ISRAEL SAAT INI ! KINI ISRAEL MENGALAMI APA YG PALESTINA ALAMI “Maka apabila datang saat hukuman bagi kejahatan yg pertama dan kedua kejahatan itu,kami datangkan kepadamu hamba² kami yg perkasa lalu mereka merajalela di kampung² dan itulah ketentuan yg pasti terlaksana””. ",16/04/2024,16/04/2024,,SALAH,Twitter,0,hoax,verified_false,1.0,data\raw\turnbackhoax\images\17\thumbnail.png,https://turnbackhoax.id/wp-content/uploads/2024/04/star-towers-tr-03-678x381.png,https://turnbackhoax.id/2024/04/16/salah-keadaan-israel-saat-ini-mengalami-yang-palestina-alami,,https://turnbackhoax.id/,0,0,0,0,,,TurnBackHoax/Mafindo,True,thumbnail.png,0.4050006866455078,success
18,turnbackhoax,fact_check,Prabowo Tidak Segan-Segan Seret Jokowi ke Meja Hijau,"GEGER! BARU BOCOR MALAM INI, PRABOWO TAK SEGAN² SERET MULYONO KE MEJA HIJAU JIKA MASIH SOK BERKUASA
JOKOWI NGAMUK KE PRABOWO
KABAR PALING HEBOH MALAM INI
HUBUNGAN PRABOWO-JKW RETAK PARAH","Prabowo Tidak Segan-Segan Seret Jokowi ke Meja Hijau. GEGER! BARU BOCOR MALAM INI, PRABOWO TAK SEGAN² SERET MULYONO KE MEJA HIJAU JIKA MASIH SOK BERKUASA
JOKOWI NGAMUK KE PRABOWO
KABAR PALING HEBOH MALAM INI
HUBUNGAN PRABOWO-JKW RETAK PARAH. ",03/12/2024,03/12/2024,,SALAH,Twitter,0,hoax,verified_false,1.0,data\raw\turnbackhoax\images\18\thumbnail.jpg,https://turnbackhoax.id/wp-content/uploads/2024/12/11.-Meja-Hijau-678x381.jpg,https://turnbackhoax.id/2024/12/03/salah-prabowo-tidak-segan-segan-seret-jokowi-ke-meja-hijau,,https://turnbackhoax.id/,0,0,0,0,,,TurnBackHoax/Mafindo,True,thumbnail.jpg,0.07043647766113281,success
19,turnbackhoax,fact_check,Video “Demo Mahasiswa Buntut Ucapan Sri Mulyani: Guru Beban Negara”,"“polemik ucapan Sri Mulyani guru jd beban negara.
HARI INI RATUSAN RIBU MAHASISWA DARI BERBAGAI UNIVERSITAS DI INDONESIA MELAKUKAN DEMO BESAR-BESARAN DI ISTANA MERDEKA. PARA MAHASISWA INI MENUNTUT AGAR PRESIDEN PRABOWO MEMECAT MENTERI KEUANGAN SRI MULYANI YANG MENGATAKAN JIKA GURU ADALAH BEBAN NEGARA”","Video “Demo Mahasiswa Buntut Ucapan Sri Mulyani: Guru Beban Negara”. “polemik ucapan Sri Mulyani guru jd beban negara.
HARI INI RATUSAN RIBU MAHASISWA DARI BERBAGAI UNIVERSITAS DI INDONESIA MELAKUKAN DEMO BESAR-BESARAN DI ISTANA MERDEKA. PARA MAHASISWA INI MENUNTUT AGAR PRESIDEN PRABOWO MEMECAT MENTERI KEUANGAN SRI MULYANI YANG MENGATAKAN JIKA GURU ADALAH BEBAN NEGARA”. ",08/09/2025,08/09/2025,,SALAH,Twitter,0,hoax,verified_false,1.0,data\raw\turnbackhoax\images\19\thumbnail.png,https://turnbackhoax.id/wp-content/uploads/2025/09/HEADER-Dark-Background-38-678x381.png,https://turnbackhoax.id/2025/09/08/salah-video-demo-mahasiswa-buntut-ucapan-sri-mulyani-guru-beban-negara,,https://turnbackhoax.id/,0,0,0,0,,,TurnBackHoax/Mafindo,True,thumbnail.png,0.2994537353515625,success
20,turnbackhoax,fact_check,Perdana Menteri Mesir Merobek Dokumen Perjanjian Damai dengan Israel,"dokumen perdamaian dengan israel di robek perdana menteri Mesir.
Alhamdulillah Mesir mulai sadar, Allahuakbar","Perdana Menteri Mesir Merobek Dokumen Perjanjian Damai dengan Israel. dokumen perdamaian dengan israel di robek perdana menteri Mesir.
Alhamdulillah Mesir mulai sadar, Allahuakbar. ",20/02/2025,20/02/2025,,SALAH,Twitter,0,hoax,verified_false,1.0,data\raw\turnbackhoax\images\20\thumbnail.png,https://turnbackhoax.id/wp-content/uploads/2025/02/2-Header-Perdana-Menteri-678x381.png,https://turnbackhoax.id/2025/02/20/salah-perdana-menteri-mesir-merobek-dokumen-perjanjian-damai-dengan-israel,,https://turnbackhoax.id/,0,0,0,0,,,TurnBackHoax/Mafindo,True,thumbnail.png,0.10596179962158203,success
21,turnbackhoax,fact_check,"Tubuh Mantan Presiden Israel, Ariel Sharoon Membusuk","“Ariel Sharon, Perdana Mentri Israel, pemimpin terkejam di dunia yg telah membunuh ribuan rakyat Palestina ,,, mengalami koma 8 tahun dan tubuhnya masih hidup, membusuk, hingga belatung memakan dagingnya ,,, walaupun nyawanya masih dikandung badan ,,, Adzab itu benar-benar nyata🙏🙏🙏. Mudah2an video ini sampai ke orang-orang yang selama ini menyengsarakan rakyat Indonesia 🤲🤲”","Tubuh Mantan Presiden Israel, Ariel Sharoon Membusuk. “Ariel Sharon, Perdana Mentri Israel, pemimpin terkejam di dunia yg telah membunuh ribuan rakyat Palestina ,,, mengalami koma 8 tahun dan tubuhnya masih hidup, membusuk, hingga belatung memakan dagingnya ,,, walaupun nyawanya masih dikandung badan ,,, Adzab itu benar-benar nyata🙏🙏🙏. Mudah2an video ini sampai ke orang-orang yang selama ini menyengsarakan rakyat Indonesia 🤲🤲”. ",10/07/2025,10/07/2025,,SALAH,Twitter,0,hoax,verified_false,1.0,data\raw\turnbackhoax\images\21\thumbnail.jpg,https://turnbackhoax.id/wp-content/uploads/2025/07/photo_6302927291168180171_y-678x381.jpg,https://turnbackhoax.id/2025/07/10/salah-tubuh-mantan-presiden-israel-ariel-sharoon-membusuk,,https://turnbackhoax.id/,0,0,0,0,,,TurnBackHoax/Mafindo,True,thumbnail.jpg,0.04023265838623047,success
22,turnbackhoax,fact_check,Penemuan Kerangka Manusia di Pantai Batu Rakit,"“Breaking News..
Penemuan Kerangka Yg Di Duga Manusia Terkubur Di Pantai Batu Rakit Mentok Sore Tadi….”","Penemuan Kerangka Manusia di Pantai Batu Rakit. “Breaking News..
Penemuan Kerangka Yg Di Duga Manusia Terkubur Di Pantai Batu Rakit Mentok Sore Tadi….”. ",22/04/2025,22/04/2025,,SALAH,Twitter,0,hoax,verified_false,1.0,data\raw\turnbackhoax\images\22\thumbnail.png,https://turnbackhoax.id/wp-content/uploads/2025/04/HEADER-Light-Background-10-678x381.png,https://turnbackhoax.id/2025/04/22/salah-penemuan-kerangka-manusia-di-pantai-batu-rakit,,https://turnbackhoax.id/,0,0,0,0,,,TurnBackHoax/Mafindo,True,thumbnail.png,0.1689767837524414,success
23,turnbackhoax,fact_check,Tumbuhan Patikan Kebo Hilangkan Kutil hingga Tahi Lalat Tanpa Operasi,"“Kutil, daging tumbuh, tahi lalat, tak perlu operasi cukup gunakan patikan kebo. Jadi ini adalah patikan kebo yang dipergunakan itu adalah getahnya jadi ingin kita potong kayak gini nah ini ada getahnya getah dari vatikan tubuh ini dioleskan langsung ke kutil atau tanda lat atau daging tumbuh cukup lakukan secara rutin 5 kali. Dalam sehari insya, Allah itu cepat rontoknya.”
“kutil, tahi lalat, daging tumbuh tak perlu operasi”","Tumbuhan Patikan Kebo Hilangkan Kutil hingga Tahi Lalat Tanpa Operasi. “Kutil, daging tumbuh, tahi lalat, tak perlu operasi cukup gunakan patikan kebo. Jadi ini adalah patikan kebo yang dipergunakan itu adalah getahnya jadi ingin kita potong kayak gini nah ini ada getahnya getah dari vatikan tubuh ini dioleskan langsung ke kutil atau tanda lat atau daging tumbuh cukup lakukan secara rutin 5 kali. Dalam sehari insya, Allah itu cepat rontoknya.”
“kutil, tahi lalat, daging tumbuh tak perlu operasi”. ",09/01/2025,09/01/2025,,SALAH,Twitter,0,hoax,verified_false,1.0,data\raw\turnbackhoax\images\23\thumbnail.png,https://turnbackhoax.id/wp-content/uploads/2025/01/wm-patikan-kebo-678x381.png,https://turnbackhoax.id/2025/01/09/salah-tumbuhan-patikan-kebo-hilangkan-kutil-hingga-tahi-lalat-tanpa-operasi,,https://turnbackhoax.id/,0,0,0,0,,,TurnBackHoax/Mafindo,True,thumbnail.png,0.40796470642089844,success
24,turnbackhoax,fact_check,Video Tumpukan Uang di Ruang Staf Khusus Eks Menkominfo Budi Arie,"Pertanyaan itu dituangkan Sahroni dalam takarir:
“*Benar-benar Gila..!!*
Ruangan staf khusus Budi Ari (Menkoinfo) pelindung judi online di grebek Polisi, telah ditemukan tumpukan uang yg jumlahnya sangat fantastis.
Serius nih berita beneran gak siy ???”","Video Tumpukan Uang di Ruang Staf Khusus Eks Menkominfo Budi Arie. Pertanyaan itu dituangkan Sahroni dalam takarir:
“*Benar-benar Gila..!!*
Ruangan staf khusus Budi Ari (Menkoinfo) pelindung judi online di grebek Polisi, telah ditemukan tumpukan uang yg jumlahnya sangat fantastis.
Serius nih berita beneran gak siy ???”. ",12/11/2024,12/11/2024,,SALAH,Twitter,0,hoax,verified_false,1.0,data\raw\turnbackhoax\images\24\thumbnail.jpg,https://turnbackhoax.id/wp-content/uploads/2024/11/koko-jelek-678x381.jpg,https://turnbackhoax.id/2024/11/12/salah-video-tumpukan-uang-di-ruang-staf-khusus-eks-menkominfo-budi-arie,,https://turnbackhoax.id/,0,0,0,0,,,TurnBackHoax/Mafindo,True,thumbnail.jpg,0.039104461669921875,success
25,turnbackhoax,fact_check,Kereta Cepat Whoosh Mogok,"“Whoosh. Kereta cepat Cina . . cepat mogoknya doang.
Baru beroperasi sekitar setahun sudah mogok berkali-kali.
Rakyat ditipu Cina dan Jokowi. Kereta super mahal seharga 114 triliun yang baru BEP 130 tahun kualitasnya rongsokan
#KonspirasiJahatPIK2
#KonspirasiJahatPIK2”","Kereta Cepat Whoosh Mogok. “Whoosh. Kereta cepat Cina . . cepat mogoknya doang.
Baru beroperasi sekitar setahun sudah mogok berkali-kali.
Rakyat ditipu Cina dan Jokowi. Kereta super mahal seharga 114 triliun yang baru BEP 130 tahun kualitasnya rongsokan
#KonspirasiJahatPIK2
#KonspirasiJahatPIK2”. ",25/11/2024,25/11/2024,,SALAH,Twitter,0,hoax,verified_false,1.0,data\raw\turnbackhoax\images\25\thumbnail.jpg,https://turnbackhoax.id/wp-content/uploads/2024/11/IMG_7862-678x381.jpeg,https://turnbackhoax.id/2024/11/25/salah-kereta-cepat-whoosh-mogok,,https://turnbackhoax.id/,0,0,0,0,,,TurnBackHoax/Mafindo,True,thumbnail.jpg,0.03277873992919922,success
